TABLE NO.  1
 ID          CELLINE     ADDITIVE    ADDITIVECONC DRUG        DAY         REP         DRUGCONC    DV          Y           IPRED       IRES        IWRES       CWRES       TOP         BOTTOM      IC50        GAMMA       TVTOP       TVBOTTOM    TVIC50      TVGAMMA     IMAX        ETA1        ETA2        ETA3        ETA4        DV          PRED        RES         WRES
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00  9.2850E-01  9.9261E-01  9.9261E-01 -6.4111E-02 -2.3149E-01 -3.3293E-01  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  9.2850E-01  1.0207E+00 -9.2236E-02 -3.2358E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  1.0000E+00  7.6208E-04  8.7936E-01  9.2212E-01  9.2212E-01 -4.2756E-02 -1.6619E-01 -2.6616E-01  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  8.7936E-01  9.4785E-01 -6.8490E-02 -2.5897E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  1.0000E+00  2.2862E-03  7.8998E-01  8.1609E-01  8.1609E-01 -2.6112E-02 -1.1468E-01 -2.1200E-01  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  7.8998E-01  8.3823E-01 -4.8247E-02 -2.0659E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  1.0000E+00  6.8587E-03  6.4047E-01  6.2270E-01  6.2270E-01  1.7774E-02  1.0230E-01  1.1916E-02  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  6.4047E-01  6.3827E-01  2.2017E-03  1.0858E-02
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  1.0000E+00  2.0576E-02  2.3344E-01  3.9519E-01  3.9519E-01 -1.6175E-01 -1.4670E+00 -1.5417E+00  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  2.3344E-01  4.0304E-01 -1.6960E-01 -1.5083E+00
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  1.0000E+00  6.1728E-02  2.3286E-01  2.3274E-01  2.3274E-01  1.2809E-04  1.9725E-03 -4.6549E-02  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  2.3286E-01  2.3507E-01 -2.2096E-03 -4.6250E-02
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  1.0000E+00  1.8519E-01  1.3957E-01  1.5342E-01  1.5342E-01 -1.3855E-02 -3.2366E-01 -3.4325E-01  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  1.3957E-01  1.5307E-01 -1.3500E-02 -3.4256E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  1.0000E+00  5.5556E-01  1.1529E-01  1.2183E-01  1.2183E-01 -6.5418E-03 -1.9246E-01 -1.9175E-01  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  1.1529E-01  1.2040E-01 -5.1156E-03 -1.9263E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  1.0000E+00  1.6667E+00  1.1290E-01  1.1028E-01  1.1028E-01  2.6143E-03  8.4965E-02  9.5612E-02  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  1.1290E-01  1.0846E-01  4.4324E-03  9.6319E-02
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  2.0000E+00  0.0000E+00  8.1962E-01  1.0126E+00  1.0126E+00 -1.9301E-01 -6.8315E-01 -7.2165E-01  1.0126E+00  1.2373E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.7781E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  8.1962E-01  1.0207E+00 -2.0112E-01 -7.1472E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  2.0000E+00  7.6208E-04  8.3243E-01  9.4212E-01  9.4212E-01 -1.0969E-01 -4.1731E-01 -4.5022E-01  1.0126E+00  1.2373E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.7781E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  8.3243E-01  9.4785E-01 -1.1543E-01 -4.4763E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  2.0000E+00  2.2862E-03  8.5451E-01  8.3606E-01  8.3606E-01  1.8447E-02  7.9080E-02  5.6091E-02  1.0126E+00  1.2373E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.7781E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  8.5451E-01  8.3823E-01  1.6278E-02  5.3500E-02
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  2.0000E+00  6.8587E-03  6.0807E-01  6.4260E-01  6.4260E-01 -3.4537E-02 -1.9263E-01 -1.9032E-01  1.0126E+00  1.2373E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.7781E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  6.0807E-01  6.3827E-01 -3.0204E-02 -1.9485E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  2.0000E+00  2.0576E-02  3.5847E-01  4.1502E-01  4.1502E-01 -5.6544E-02 -4.8831E-01 -4.3144E-01  1.0126E+00  1.2373E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.7781E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  3.5847E-01  4.0304E-01 -4.4563E-02 -4.4930E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  2.0000E+00  6.1728E-02  2.3525E-01  2.5252E-01  2.5252E-01 -1.7261E-02 -2.4500E-01 -1.0092E-01  1.0126E+00  1.2373E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.7781E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  2.3525E-01  2.3507E-01  1.8018E-04 -1.1704E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  2.0000E+00  1.8519E-01  1.3832E-01  1.7317E-01  1.7317E-01 -3.4851E-02 -7.2129E-01 -4.8599E-01  1.0126E+00  1.2373E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.7781E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  1.3832E-01  1.5307E-01 -1.4743E-02 -5.5949E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  2.0000E+00  5.5556E-01  1.2332E-01  1.4157E-01  1.4157E-01 -1.8255E-02 -4.6216E-01 -1.6612E-01  1.0126E+00  1.2373E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.7781E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  1.2332E-01  1.2040E-01  2.9143E-03 -2.0901E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  2.0000E+00  1.6667E+00  1.1452E-01  1.3002E-01  1.3002E-01 -1.5500E-02 -4.2727E-01 -1.0248E-01  1.0126E+00  1.2373E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.7781E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  1.1452E-01  1.0846E-01  6.0575E-03 -1.3846E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  3.0000E+00  0.0000E+00  9.6186E-01  1.0477E+00  1.0477E+00 -8.5860E-02 -2.9371E-01 -3.1121E-01  1.0477E+00  1.1190E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9319E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  9.6186E-01  1.0207E+00 -5.8874E-02 -3.1917E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  3.0000E+00  7.6208E-04  9.7314E-01  9.7348E-01  9.7348E-01 -3.4661E-04 -1.2761E-03 -2.0156E-02  1.0477E+00  1.1190E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9319E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  9.7314E-01  9.4785E-01  2.5287E-02 -2.1510E-02
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  3.0000E+00  2.2862E-03  9.4484E-01  8.6183E-01  8.6183E-01  8.3014E-02  3.4523E-01  3.2447E-01  1.0477E+00  1.1190E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9319E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  9.4484E-01  8.3823E-01  1.0661E-01  3.3153E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  3.0000E+00  6.8587E-03  7.4658E-01  6.5816E-01  6.5816E-01  8.8420E-02  4.8150E-01  4.5872E-01  1.0477E+00  1.1190E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9319E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  7.4658E-01  6.3827E-01  1.0831E-01  4.7030E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  3.0000E+00  2.0576E-02  4.4709E-01  4.1856E-01  4.1856E-01  2.8525E-02  2.4425E-01  2.2610E-01  1.0477E+00  1.1190E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9319E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  4.4709E-01  4.0304E-01  4.4052E-02  2.3246E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  3.0000E+00  6.1728E-02  2.3698E-01  2.4749E-01  2.4749E-01 -1.0510E-02 -1.5220E-01 -1.5060E-01  1.0477E+00  1.1190E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9319E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  2.3698E-01  2.3507E-01  1.9009E-03 -1.6005E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  3.0000E+00  1.8519E-01  1.5257E-01  1.6396E-01  1.6396E-01 -1.1389E-02 -2.4897E-01 -2.2031E-01  1.0477E+00  1.1190E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9319E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  1.5257E-01  1.5307E-01 -4.9980E-04 -2.3694E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  3.0000E+00  5.5556E-01  1.2475E-01  1.3068E-01  1.3068E-01 -5.9353E-03 -1.6278E-01 -1.1454E-01  1.0477E+00  1.1190E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9319E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  1.2475E-01  1.2040E-01  4.3482E-03 -1.2559E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  1.0000E+00  3.0000E+00  1.6667E+00  1.0783E-01  1.1853E-01  1.1853E-01 -1.0696E-02 -3.2344E-01 -2.6563E-01  1.0477E+00  1.1190E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9319E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  1.0783E-01  1.0846E-01 -6.3400E-04 -2.8988E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  2.0000E+00  1.0000E+00  0.0000E+00  9.0051E-01  9.9261E-01  9.9261E-01 -9.2100E-02 -3.3255E-01 -4.3399E-01  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  9.0051E-01  1.0207E+00 -1.2023E-01 -4.2154E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  2.0000E+00  1.0000E+00  7.6208E-04  8.3795E-01  9.2212E-01  9.2212E-01 -8.4171E-02 -3.2716E-01 -4.2713E-01  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  8.3795E-01  9.4785E-01 -1.0990E-01 -4.1506E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  2.0000E+00  1.0000E+00  2.2862E-03  8.3562E-01  8.1609E-01  8.1609E-01  1.9524E-02  8.5745E-02 -1.1583E-02  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  8.3562E-01  8.3823E-01 -2.6114E-03 -1.2070E-02
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  2.0000E+00  1.0000E+00  6.8587E-03  6.6288E-01  6.2270E-01  6.2270E-01  4.0175E-02  2.3124E-01  1.4085E-01  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  6.6288E-01  6.3827E-01  2.4603E-02  1.3628E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  2.0000E+00  1.0000E+00  2.0576E-02  4.1750E-01  3.9519E-01  3.9519E-01  2.2314E-02  2.0237E-01  1.2762E-01  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  4.1750E-01  4.0304E-01  1.4463E-02  1.2427E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  2.0000E+00  1.0000E+00  6.1728E-02  1.5568E-01  2.3274E-01  2.3274E-01 -7.7056E-02 -1.1867E+00 -1.2352E+00  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  1.5568E-01  2.3507E-01 -7.9394E-02 -1.2198E+00
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  2.0000E+00  1.0000E+00  1.8519E-01  1.3026E-01  1.5342E-01  1.5342E-01 -2.3162E-02 -5.4108E-01 -5.6067E-01  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  1.3026E-01  1.5307E-01 -2.2807E-02 -5.5947E-01
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  2.0000E+00  1.0000E+00  5.5556E-01  8.7365E-02  1.2183E-01  1.2183E-01 -3.4463E-02 -1.0139E+00 -1.0132E+00  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  8.7365E-02  1.2040E-01 -3.3036E-02 -1.0177E+00
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  2.0000E+00  1.0000E+00  1.6667E+00  6.8727E-02  1.1028E-01  1.1028E-01 -4.1554E-02 -1.3505E+00 -1.3399E+00  9.9260E-01  1.0399E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.9523E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  6.8727E-02  1.0846E-01 -3.9736E-02 -1.3498E+00
  1.0000E+00  1.0000E+00  1.0000E+00  0.0000E+00   1.0000E+00  2.0000E+00  2.0000E+00  0.0000E+00  9.3271E-01  1.0126E+00  1.0126E+00 -7.9918E-02 -2.8286E-01 -3.2136E-01  1.0126E+00  1.2373E-01  9.7472E-03  9.6188E-01  1.0207E+00  1.0196E-01  9.7472E-03  9.6188E-01  8.7781E-01 -2.7942E-02 -7.9694E-03  2.6094E-02  1.9725E-02  9.3271E-01  1.0207E+00 -8.8021E-02 -3.1892E-01
