CELLINE,CELLINE_NAME,DRUG_NAME,ADDITIVE_CONC,REPEAT,REP,DRUG_CONC,DV
1,WT,Erlotinib,6,2,1,0,46.6005403604871
1,WT,Erlotinib,6,2,1,0.0266727632982777,44.3465709315667
1,WT,Erlotinib,6,2,1,0.0800182898948331,31.0004071209149
1,WT,Erlotinib,6,2,1,0.240054869684499,68.7738258262704
1,WT,Erlotinib,6,2,1,0.720164609053498,66.5753728857471
1,WT,Erlotinib,6,2,1,2.16049382716049,49.9315296643103
1,WT,Erlotinib,6,2,1,6.48148148148148,36.2078537325586
1,WT,Erlotinib,6,2,1,19.4444444444444,28.4022354639328
1,WT,Erlotinib,6,2,1,58.3333333333333,25.9706132721418
1,WT,Erlotinib,6,2,2,0,103.949072874644
1,WT,Erlotinib,6,2,2,0.0266727632982777,131.229875272956
1,WT,Erlotinib,6,2,2,0.0800182898948331,56.6490247603538
1,WT,Erlotinib,6,2,2,0.240054869684499,94.955401754321
1,WT,Erlotinib,6,2,2,0.720164609053498,50.4533846552426
1,WT,Erlotinib,6,2,2,2.16049382716049,45.7566897368518
1,WT,Erlotinib,6,2,2,6.48148148148148,29.2793959806062
1,WT,Erlotinib,6,2,2,19.4444444444444,28.1690662126652
1,WT,Erlotinib,6,2,2,58.3333333333333,23.083755875495
1,WT,Erlotinib,6,2,3,0,72.7154965024612
1,WT,Erlotinib,6,2,3,0.0266727632982777,65.0986342943854
1,WT,Erlotinib,6,2,3,0.0800182898948331,60.7017284133387
1,WT,Erlotinib,6,2,3,0.240054869684499,68.951478589141
1,WT,Erlotinib,6,2,3,0.720164609053498,52.8628002516747
1,WT,Erlotinib,6,2,3,2.16049382716049,41.8927421444169
1,WT,Erlotinib,6,2,3,6.48148148148148,30.0677301158444
1,WT,Erlotinib,6,2,3,19.4444444444444,27.8581738776417
1,WT,Erlotinib,6,2,3,58.3333333333333,22.8838965172656
1,WT,Erlotinib,4.5,2,1,0,109.494584837545
1,WT,Erlotinib,4.5,2,1,0.0266727632982777,159.530685920578
1,WT,Erlotinib,4.5,2,1,0.0800182898948331,155.306859205776
1,WT,Erlotinib,4.5,2,1,0.240054869684499,216.268050541516
1,WT,Erlotinib,4.5,2,1,0.720164609053498,131.412454873646
1,WT,Erlotinib,4.5,2,1,2.16049382716049,75.6498194945848
1,WT,Erlotinib,4.5,2,1,6.48148148148148,38.7590252707581
1,WT,Erlotinib,4.5,2,1,19.4444444444444,32.8429602888087
1,WT,Erlotinib,4.5,2,1,58.3333333333333,31.4079422382672
1,WT,Erlotinib,4.5,2,2,0,115.830324909747
1,WT,Erlotinib,4.5,2,2,0.0266727632982777,182.314981949458
1,WT,Erlotinib,4.5,2,2,0.0800182898948331,131.507220216606
1,WT,Erlotinib,4.5,2,2,0.240054869684499,164.458483754513
1,WT,Erlotinib,4.5,2,2,0.720164609053498,113.840252707581
1,WT,Erlotinib,4.5,2,2,2.16049382716049,61.8276173285199
1,WT,Erlotinib,4.5,2,2,6.48148148148148,45.9070397111913
1,WT,Erlotinib,4.5,2,2,19.4444444444444,38.0550541516246
1,WT,Erlotinib,4.5,2,2,58.3333333333333,29.9187725631769
1,WT,Erlotinib,4.5,2,3,0,97.1886281588448
1,WT,Erlotinib,4.5,2,3,0.0266727632982777,133.456678700361
1,WT,Erlotinib,4.5,2,3,0.0800182898948331,129.097472924188
1,WT,Erlotinib,4.5,2,3,0.240054869684499,137.761732851986
1,WT,Erlotinib,4.5,2,3,0.720164609053498,114.205776173285
1,WT,Erlotinib,4.5,2,3,2.16049382716049,88.7274368231047
1,WT,Erlotinib,4.5,2,3,6.48148148148148,51.4034296028881
1,WT,Erlotinib,4.5,2,3,19.4444444444444,40.2075812274368
1,WT,Erlotinib,4.5,2,3,58.3333333333333,32.9241877256318
1,WT,Erlotinib,3,2,1,0,89.0349044779521
1,WT,Erlotinib,3,2,1,0.0266727632982777,102.480154962209
1,WT,Erlotinib,3,2,1,0.0800182898948331,117.657336017319
1,WT,Erlotinib,3,2,1,0.240054869684499,102.582703482852
1,WT,Erlotinib,3,2,1,0.720164609053498,101.101447073569
1,WT,Erlotinib,3,2,1,2.16049382716049,84.2493068479623
1,WT,Erlotinib,3,2,1,6.48148148148148,47.2065023358274
1,WT,Erlotinib,3,2,1,19.4444444444444,31.5051843974325
1,WT,Erlotinib,3,2,1,58.3333333333333,23.5519769075924
1,WT,Erlotinib,3,2,2,0,100.258270348285
1,WT,Erlotinib,3,2,2,0.0266727632982777,104.155114132705
1,WT,Erlotinib,3,2,2,0.0800182898948331,150.60959398382
1,WT,Erlotinib,3,2,2,0.240054869684499,115.082228721182
1,WT,Erlotinib,3,2,2,0.720164609053498,108.222872118197
1,WT,Erlotinib,3,2,2,2.16049382716049,105.875650423487
1,WT,Erlotinib,3,2,2,6.48148148148148,44.2325952371909
1,WT,Erlotinib,3,2,2,19.4444444444444,31.858407079646
1,WT,Erlotinib,3,2,2,58.3333333333333,22.6860116221657
1,WT,Erlotinib,3,2,3,0,113.167989669186
1,WT,Erlotinib,3,2,3,0.0266727632982777,96.9881119677922
1,WT,Erlotinib,3,2,3,0.0800182898948331,112.564092825402
1,WT,Erlotinib,3,2,3,0.240054869684499,107.789889475483
1,WT,Erlotinib,3,2,3,0.720164609053498,110.68403661362
1,WT,Erlotinib,3,2,3,2.16049382716049,82.9845417600365
1,WT,Erlotinib,3,2,3,6.48148148148148,47.138136655399
1,WT,Erlotinib,3,2,3,19.4444444444444,33.578943370428
1,WT,Erlotinib,3,2,3,58.3333333333333,23.6659197083064
1,WT,Erlotinib,0,2,1,0,131.701346389229
1,WT,Erlotinib,0,2,1,0.0266727632982777,113.942361188383
1,WT,Erlotinib,0,2,1,0.0800182898948331,127.918103927896
1,WT,Erlotinib,0,2,1,0.240054869684499,103.182374541004
1,WT,Erlotinib,0,2,1,0.720164609053498,128.986313564037
1,WT,Erlotinib,0,2,1,2.16049382716049,102.626015355514
1,WT,Erlotinib,0,2,1,6.48148148148148,53.0432847446311
1,WT,Erlotinib,0,2,1,19.4444444444444,33.2702792923111
1,WT,Erlotinib,0,2,1,58.3333333333333,24.8136196728608
1,WT,Erlotinib,0,2,2,0,79.7596528318683
1,WT,Erlotinib,0,2,2,0.0266727632982777,115.678201847113
1,WT,Erlotinib,0,2,2,0.0800182898948331,159.87537554245
1,WT,Erlotinib,0,2,2,0.240054869684499,106.654055858462
1,WT,Erlotinib,0,2,2,0.720164609053498,129.576054300657
1,WT,Erlotinib,0,2,2,2.16049382716049,94.1359741849338
1,WT,Erlotinib,0,2,2,6.48148148148148,45.7104706798709
1,WT,Erlotinib,0,2,2,19.4444444444444,34.8503393791032
1,WT,Erlotinib,0,2,2,58.3333333333333,27.2282185378881
1,WT,Erlotinib,0,2,3,0,99.5437854678981
