CELLINE,CELLINE_NAME,DRUG_NAME,ADDITIVE_CONC,REPEAT,REP,DRUG_CONC,DV
1,WT,Dactolisib,6,2,1,0,40.2858610065046
1,WT,Dactolisib,6,2,1,0.000762078951379363,31.0766860664156
1,WT,Dactolisib,6,2,1,0.00228623685413809,32.4717562478603
1,WT,Dactolisib,6,2,1,0.00685871056241427,29.1252995549469
1,WT,Dactolisib,6,2,1,0.0205761316872428,22.3382403286546
1,WT,Dactolisib,6,2,1,0.0617283950617284,16.347141389935
1,WT,Dactolisib,6,2,1,0.185185185185185,10.1763094830537
1,WT,Dactolisib,6,2,1,0.555555555555556,10.9123587812393
1,WT,Dactolisib,6,2,1,1.66666666666667,12.863745292708
1,WT,Dactolisib,6,2,2,0,38.4970900376583
1,WT,Dactolisib,6,2,2,0.000762078951379363,37.5556316330024
1,WT,Dactolisib,6,2,2,0.00228623685413809,37.0849024306744
1,WT,Dactolisib,6,2,2,0.00685871056241427,31.3847997261212
1,WT,Dactolisib,6,2,2,0.0205761316872428,21.0544334132147
1,WT,Dactolisib,6,2,2,0.0617283950617284,12.9750085587128
1,WT,Dactolisib,6,2,2,0.185185185185185,9.60287572749058
1,WT,Dactolisib,6,2,2,0.555555555555556,9.23485107839781
1,WT,Dactolisib,6,2,2,1.66666666666667,16.9633687093461
1,WT,Dactolisib,6,2,3,0,41.6381376241013
1,WT,Dactolisib,6,2,3,0.000762078951379363,43.5980828483396
1,WT,Dactolisib,6,2,3,0.00228623685413809,40.876412187607
1,WT,Dactolisib,6,2,3,0.00685871056241427,25
1,WT,Dactolisib,6,2,3,0.0205761316872428,24.1098938719617
1,WT,Dactolisib,6,2,3,0.0617283950617284,15.7223553577542
1,WT,Dactolisib,6,2,3,0.185185185185185,10.1677507702841
1,WT,Dactolisib,6,2,3,0.555555555555556,9.08935296131462
1,WT,Dactolisib,6,2,3,1.66666666666667,11.2975008558713
1,WT,Dactolisib,4.5,2,1,0,105.017221584386
1,WT,Dactolisib,4.5,2,1,0.000762078951379363,78.0482204362801
1,WT,Dactolisib,4.5,2,1,0.00228623685413809,63.2807118254879
1,WT,Dactolisib,4.5,2,1,0.00685871056241427,49.7187141216992
1,WT,Dactolisib,4.5,2,1,0.0205761316872428,28.760045924225
1,WT,Dactolisib,4.5,2,1,0.0617283950617284,17.2818599311137
1,WT,Dactolisib,4.5,2,1,0.185185185185185,12.0464982778416
1,WT,Dactolisib,4.5,2,1,0.555555555555556,9.54936854190585
1,WT,Dactolisib,4.5,2,1,1.66666666666667,10.8151549942595
1,WT,Dactolisib,4.5,2,2,0,77.1268656716418
1,WT,Dactolisib,4.5,2,2,0.000762078951379363,75.7663605051665
1,WT,Dactolisib,4.5,2,2,0.00228623685413809,73.1314580941446
1,WT,Dactolisib,4.5,2,2,0.00685871056241427,48.8490241102181
1,WT,Dactolisib,4.5,2,2,0.0205761316872428,30.2841561423651
1,WT,Dactolisib,4.5,2,2,0.0617283950617284,20.0028702640643
1,WT,Dactolisib,4.5,2,2,0.185185185185185,13.3553386911596
1,WT,Dactolisib,4.5,2,2,0.555555555555556,9.94546498277841
1,WT,Dactolisib,4.5,2,2,1.66666666666667,10.341561423651
1,WT,Dactolisib,4.5,2,3,0,96.9833524684271
1,WT,Dactolisib,4.5,2,3,0.000762078951379363,60.9385763490241
1,WT,Dactolisib,4.5,2,3,0.00228623685413809,66.7164179104478
1,WT,Dactolisib,4.5,2,3,0.00685871056241427,58.1659012629162
1,WT,Dactolisib,4.5,2,3,0.0205761316872428,27.3909299655568
1,WT,Dactolisib,4.5,2,3,0.0617283950617284,26.8140068886338
1,WT,Dactolisib,4.5,2,3,0.185185185185185,11.9173363949483
1,WT,Dactolisib,4.5,2,3,0.555555555555556,12.2014925373134
1,WT,Dactolisib,4.5,2,3,1.66666666666667,10.7893226176808
1,WT,Dactolisib,3,2,1,0,61.271778936855
1,WT,Dactolisib,3,2,1,0.000762078951379363,84.1171901009877
1,WT,Dactolisib,3,2,1,0.00228623685413809,74.6953723227167
1,WT,Dactolisib,3,2,1,0.00685871056241427,42.907557429808
1,WT,Dactolisib,3,2,1,0.0205761316872428,24.6898235489957
1,WT,Dactolisib,3,2,1,0.0617283950617284,14.4889579402952
1,WT,Dactolisib,3,2,1,0.185185185185185,9.61491510376207
1,WT,Dactolisib,3,2,1,0.555555555555556,8.24991676839419
1,WT,Dactolisib,3,2,1,1.66666666666667,6.00599267561869
1,WT,Dactolisib,3,2,2,0,77.6317833758739
1,WT,Dactolisib,3,2,2,0.000762078951379363,91.9609366330041
1,WT,Dactolisib,3,2,2,0.00228623685413809,79.4029519476196
1,WT,Dactolisib,3,2,2,0.00685871056241427,65.1470425036067
1,WT,Dactolisib,3,2,2,0.0205761316872428,45.6974808567307
1,WT,Dactolisib,3,2,2,0.0617283950617284,12.6112529131062
1,WT,Dactolisib,3,2,2,0.185185185185185,13.4568860281878
1,WT,Dactolisib,3,2,2,0.555555555555556,8.95572078570636
1,WT,Dactolisib,3,2,2,1.66666666666667,5.95272444789701
