CELLINE,DRUG,ADDITIVE,ADDITIVE_CONC,REPEAT,REP,DRUG_CONC,DV,CELLINE_DRUG_ADDITIVE,CELLINE_DRUG_ADDITIVE_ADDITIVECONC,CELLINE_DRUG_ADDITIVE_ADDITIVECONC_REPEAT,CELLINE_NAME,DRUG_NAME,ADDITIVE_NAME,CELLINE_DRUG_ADDITIVE_NAME
1,1,1,3,4,3,0,1.25512798779454,1,2,8,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,3,4,3,0.000762078951379363,1.10581454483811,1,2,8,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,3,4,3,0.00228623685413809,0.726733344634684,1,2,8,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,3,4,3,0.00685871056241427,0.573656551957959,1,2,8,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,3,4,3,0.0205761316872428,0.299644007458891,1,2,8,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,3,4,3,0.0617283950617284,0.199762671639261,1,2,8,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,3,4,3,0.185185185185185,0.15083912527547,1,2,8,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,3,4,3,0.555555555555556,0.13070011866418,1,2,8,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,3,4,3,1.66666666666667,0.116968977792846,1,2,8,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,1,0,0.802871627872553,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,1,0.000762078951379363,0.871257817414795,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,1,0.00228623685413809,0.52965991932798,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,1,0.00685871056241427,0.53632091181586,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,1,0.0205761316872428,0.276431188247049,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,1,0.0617283950617284,0.17251970543611,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,1,0.185185185185185,0.159530770084743,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,1,0.555555555555556,0.119786848240388,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,1,1.66666666666667,0.107464012137809,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,2,0,0.905450912185916,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,2,0.000762078951379363,0.688080523998076,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,2,0.00228623685413809,0.662990785627058,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,2,0.00685871056241427,0.530770084742627,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,2,0.0205761316872428,0.279761684490989,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,2,0.0617283950617284,0.219923768641528,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,2,0.185185185185185,0.14831809939681,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,2,0.555555555555556,0.114569070791548,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,2,1.66666666666667,0.106020797098768,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,3,0,1.32931206749806,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,3,0.000762078951379363,0.795433519594419,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,3,0.00228623685413809,0.885689967805203,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,3,0.00685871056241427,0.718943122525256,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,3,0.0205761316872428,0.312844613847463,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,3,0.0617283950617284,0.202827221255967,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,3,0.185185185185185,0.164637530992118,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,3,0.555555555555556,0.121119046737964,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,1,3,1.66666666666667,0.107686045220738,1,3,9,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,1,0,1.05017221584386,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,1,0.000762078951379363,0.780482204362801,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,1,0.00228623685413809,0.632807118254879,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,1,0.00685871056241427,0.497187141216992,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,1,0.0205761316872428,0.28760045924225,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,1,0.0617283950617284,0.172818599311137,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,1,0.185185185185185,0.120464982778416,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,1,0.555555555555556,0.0954936854190585,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,1,1.66666666666667,0.108151549942595,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,2,0,0.771268656716418,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,2,0.000762078951379363,0.757663605051665,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,2,0.00228623685413809,0.731314580941446,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,2,0.00685871056241427,0.488490241102181,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,2,0.0205761316872428,0.302841561423651,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,2,0.0617283950617284,0.200028702640643,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,2,0.185185185185185,0.133553386911596,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,2,0.555555555555556,0.0994546498277841,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,2,1.66666666666667,0.10341561423651,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,3,0,0.969833524684271,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,3,0.000762078951379363,0.609385763490241,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,3,0.00228623685413809,0.667164179104478,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,3,0.00685871056241427,0.581659012629162,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,3,0.0205761316872428,0.273909299655568,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,3,0.0617283950617284,0.268140068886338,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,3,0.185185185185185,0.119173363949483,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,3,0.555555555555556,0.122014925373134,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,2,3,1.66666666666667,0.107893226176808,1,3,10,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,1,0,0.912318674686258,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,1,0.000762078951379363,1.08920060771296,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,1,0.00228623685413809,0.979063039813524,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,1,0.00685871056241427,0.525276280463693,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,1,0.0205761316872428,0.373930778996441,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,1,0.0617283950617284,0.261358196840725,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,1,0.185185185185185,0.175882952818997,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,1,0.555555555555556,0.204666070053487,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,1,1.66666666666667,0.163645445274616,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,2,0,1.01321567566443,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,2,0.000762078951379363,1.03993839622052,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,2,0.00228623685413809,0.900393348456784,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,2,0.00685871056241427,0.511665175133718,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,2,0.0205761316872428,0.304501654560969,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,2,0.0617283950617284,0.250431850818956,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,2,0.185185185185185,0.218526920435389,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,2,0.555555555555556,0.234760348810589,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,2,1.66666666666667,0.163083518907782,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,3,0,0.916252159254095,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,3,0.000762078951379363,0.898020770463485,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,3,0.00228623685413809,0.906886719806864,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,3,0.00685871056241427,0.502799225790339,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,3,0.0205761316872428,0.434369081562572,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,3,0.0617283950617284,0.304876272138858,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,3,0.185185185185185,0.21696601386085,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,3,0.555555555555556,0.260484089158984,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,3,3,1.66666666666667,0.159836833232742,1,3,11,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,1,0,0.950366037339311,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,1,0.000762078951379363,1.13667729167396,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,1,0.00228623685413809,1.10210515254475,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,1,0.00685871056241427,0.734106273424638,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,1,0.0205761316872428,0.363480332060668,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,1,0.0617283950617284,0.200812637920768,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,1,0.185185185185185,0.141651196189008,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,1,0.555555555555556,0.128515884969701,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,1,1.66666666666667,0.108760376895863,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,2,0,0.960559038845494,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,2,0.000762078951379363,0.896038390136257,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,2,0.00228623685413809,0.786227188342849,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,2,0.00685871056241427,0.545798451784651,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,2,0.0205761316872428,0.387123892255421,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,2,0.0617283950617284,0.149322217941084,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,2,0.185185185185185,0.139864793863183,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,2,0.555555555555556,0.129251462397982,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,2,1.66666666666667,0.114539913832358,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,3,0,1.05944166170444,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,3,0.000762078951379363,1.18102210235035,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,3,0.00228623685413809,1.03148971942975,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,3,0.00685871056241427,0.869872850187397,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,3,0.0205761316872428,0.390276366948054,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,3,0.0617283950617284,0.22939507513398,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,3,0.185185185185185,0.174436932992399,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,3,0.555555555555556,0.133034432029143,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,4.5,4,3,1.66666666666667,0.118953378402046,1,3,12,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,1,0,0.698505568870717,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,1,0.000762078951379363,0.623643028337798,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,1,0.00228623685413809,0.66889891442267,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,1,0.00685871056241427,0.51282955026082,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,1,0.0205761316872428,0.275764838573241,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,1,0.0617283950617284,0.189271112364303,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,1,0.185185185185185,0.129317637107007,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,1,0.555555555555556,0.106795432116171,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,1,1.66666666666667,0.0969617933173551,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,2,0,0.790391935711265,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,2,0.000762078951379363,0.620576624841393,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,2,0.00228623685413809,0.506908219371211,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,2,0.00685871056241427,0.420520231213873,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,2,0.0205761316872428,0.30008459044128,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,2,0.0617283950617284,0.188213731848301,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,2,0.185185185185185,0.118320879740589,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,2,0.555555555555556,0.106901170167771,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,2,1.66666666666667,0.0954814605949528,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,3,0,1.21926547300155,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,3,0.000762078951379363,0.69977442548992,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,3,0.00228623685413809,0.468419568588749,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,3,0.00685871056241427,0.361729874524179,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,3,0.0205761316872428,0.247638516847596,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,3,0.0617283950617284,0.172458762159876,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,3,0.185185185185185,0.159558719864655,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,3,0.555555555555556,0.105420837445369,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,1,3,1.66666666666667,0.0924150570985479,1,4,13,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,1,0,0.402858610065046,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,1,0.000762078951379363,0.310766860664156,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,1,0.00228623685413809,0.324717562478603,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,1,0.00685871056241427,0.291252995549469,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,1,0.0205761316872428,0.223382403286546,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,1,0.0617283950617284,0.16347141389935,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,1,0.185185185185185,0.101763094830537,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,1,0.555555555555556,0.109123587812393,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,1,1.66666666666667,0.12863745292708,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,2,0,0.384970900376583,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,2,0.000762078951379363,0.375556316330024,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,2,0.00228623685413809,0.370849024306744,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,2,0.00685871056241427,0.313847997261212,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,2,0.0205761316872428,0.210544334132147,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,2,0.0617283950617284,0.129750085587128,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,2,0.185185185185185,0.0960287572749058,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,2,0.555555555555556,0.0923485107839781,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,2,1.66666666666667,0.169633687093461,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,3,0,0.416381376241013,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,3,0.000762078951379363,0.435980828483396,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,3,0.00228623685413809,0.40876412187607,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,3,0.00685871056241427,0.25,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,3,0.0205761316872428,0.241098938719617,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,3,0.0617283950617284,0.157223553577542,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,3,0.185185185185185,0.101677507702841,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,3,0.555555555555556,0.0908935296131462,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,2,3,1.66666666666667,0.112975008558713,1,4,14,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,1,0,0.729579069940292,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,1,0.000762078951379363,0.642469588484503,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,1,0.00228623685413809,0.660827986026807,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,1,0.00685871056241427,0.490696925401977,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,1,0.0205761316872428,0.41830389217848,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,1,0.0617283950617284,0.313058989668756,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,1,0.185185185185185,0.246686321631197,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,1,0.555555555555556,0.249139063003246,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,1,1.66666666666667,0.268463691995144,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,2,0,0.766444516017144,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,2,0.000762078951379363,0.711666625374724,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,2,0.00228623685413809,0.65317245992617,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,2,0.00685871056241427,0.474122339766618,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,2,0.0205761316872428,0.449223298565518,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,2,0.0617283950617284,0.290687015335827,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,2,0.185185185185185,0.282288234273964,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,2,0.555555555555556,0.275227312142309,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,2,1.66666666666667,0.235834799197285,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,3,0,0.703565146297351,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,3,0.000762078951379363,0.808810048807076,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,3,0.00228623685413809,0.650942695042489,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,3,0.00685871056241427,0.497163243564651,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,3,0.0205761316872428,0.380472214652033,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,3,0.0617283950617284,0.294180313653594,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,3,0.185185185185185,0.260362212917771,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,3,0.555555555555556,0.227733320119912,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,3,3,1.66666666666667,0.222679186383569,1,4,15,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,4,1,0,0.968774308256473,1,4,16,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,4,1,0.000762078951379363,0.863873763751528,1,4,16,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,4,1,0.00228623685413809,0.663629292143572,1,4,16,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,4,1,0.00685871056241427,0.569618846538504,1,4,16,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,4,1,0.0205761316872428,0.344816090676742,1,4,16,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,4,1,0.0617283950617284,0.230136681853539,1,4,16,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,4,1,0.185185185185185,0.155683964884987,1,4,16,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,4,1,0.555555555555556,0.128014223802645,1,4,16,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,4,1,1.66666666666667,0.107345260584509,1,4,16,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,4,2,0,0.883542615846205,1,4,16,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,4,2,0.000762078951379363,0.873763751527948,1,4,16,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,4,2,0.00228623685413809,1.08800977886432,1,4,16,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,4,2,0.00685871056241427,0.845205022780309,1,4,16,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
1,1,1,6,4,2,0.0205761316872428,0.358928769863318,1,4,16,WT,Dactolisib,ATUX,WT_Dactolisib_ATUX
